5394,43,157
5421,141,1974
5398,14,74
5420,62,135
5441,9,34
5749,1,8
5098,77,84
5099,36,174
5090,36,136
5092,82,588
5093,220,493
5094,80,360
5095,94,928
5096,15,66
5097,50,139
5685,3,11
5681,9,68
5680,7,82
5683,1,2
5682,17,74
2727,175,633
5326,109,1252
5325,9,21
5322,9,86
5323,97,319
5320,67,159
5319,5,7
5487,11,103
5379,91,395
5485,7,13
5484,46,166
5483,8,25
5328,6,25
5329,48,395
4758,35,149
4759,0,0
5249,392,1998
5248,81,230
5778,0,0
5245,78,565
4751,3,5
4752,7,27
4753,6,35
4754,3,4
4755,165,608
5243,1,1
4757,12,17
5489,15,17
5458,43,199
5371,0,0
5321,20,79
5771,0,0
5486,88,942
5620,235,591
5432,84,370
5430,26,105
5431,18,54
5436,229,963
5437,3,6
5435,3,7
5439,11,23
4983,38,166
2728,14,29
5480,62,415
5029,79,338
5028,1,3
4277,64,352
4276,0,0
4275,0,0
4274,0,0
5021,4,20
5020,1,12
4279,0,0
4278,0,0
5024,3,6
5027,25,188
5026,3,4
5555,8,47
4989,182,1430
5557,1,7
5556,161,1243
5551,13,65
5550,37,362
5553,6,26
4988,169,1074
5559,8,42
5558,1,8
4930,328,2219
4931,180,1411
4932,345,1780
4933,87,714
4934,19,103
4935,36,50
4936,23,48
4937,84,435
4938,197,1504
4939,44,119
4833,62,299
4832,80,157
4834,32,199
4836,45,431
1100,3,3
4865,0,0
5247,36,252
5213,303,2751
5115,75,436
5114,65,476
5117,13,135
5116,148,802
5111,3,28
5110,91,478
5113,93,479
5112,80,286
5296,7,55
5295,51,76
5292,26,91
5118,52,152
5240,272,861
5054,78,463
5889,61,252
5720,16,68
5402,2,7
4848,63,289
4849,56,148
4844,86,297
4845,29,122
4846,62,260
4847,13,41
4840,32,69
4841,4,5
4842,526,1980
4843,176,1308
5201,18,281
5200,10,45
5203,5,68
5202,8,14
4798,5,38
4799,16,55
5207,30,290
5206,238,592
4794,12,71
4795,77,144
4796,1,3
4797,3,27
4790,109,330
4791,6,59
4792,21,92
4793,7,26
1972,21,68
5476,124,407
5477,23,44
5474,17,50
5475,6,13
5472,24,270
5470,56,356
5471,102,652
5274,13,122
5276,64,518
5277,20,131
5270,171,492
5271,6,7
5272,7,19
5273,28,144
5375,31,238
5374,9,83
5278,7,26
5372,46,627
1092,5,20
5519,54,211
5511,3,5
5513,13,77
5512,22,194
5515,101,828
5514,8,45
5517,32,135
5010,0,0
5011,39,184
4899,10,34
5013,10,92
5014,56,182
5015,17,62
5016,19,160
5017,30,51
4893,0,0
4892,8,35
4891,352,861
5152,37,151
4897,477,1232
4896,22,51
5157,448,3310
4894,6,10
5605,234,1511
5604,22,63
5607,14,115
5606,10,31
5600,0,0
5603,11,53
5602,3,16
5766,7,25
5767,0,0
5764,8,140
5765,4,106
5762,0,0
5608,6,21
5760,0,0
5761,6,29
4800,2,4
4801,3,10
4802,26,133
4804,0,0
4805,0,0
4806,11,20
4850,17,31
4808,7,37
5566,10,37
5567,35,171
5560,40,133
5561,43,279
5562,67,787
5563,14,120
5145,27,77
4969,0,0
4968,0,0
4967,0,0
4965,10,41
4964,0,0
4963,4,22
4961,0,0
4960,4,4
5128,114,798
4113,9,55
5143,40,107
5124,55,501
5125,80,399
5126,6,25
5127,75,561
5120,14,93
5121,63,340
5122,76,838
5123,0,0
5089,91,722
5088,84,493
3463,0,0
3462,0,0
5083,77,333
5082,49,321
5081,0,0
5080,63,535
5087,2,11
5086,96,1310
5085,96,1094
5084,89,780
5159,100,471
5308,69,364
5748,0,0
5012,12,40
5330,46,316
5333,9,15
5332,17,115
5335,97,975
5334,108,814
5337,1,2
5336,375,1270
5339,69,196
5338,35,45
5238,6,17
5239,147,528
4749,5,19
4748,4,11
5350,262,3103
1980,72,580
4743,20,40
4742,10,31
4741,3,10
4740,59,174
4747,4,20
4746,0,0
4745,4,11
4744,15,82
5784,0,0
5018,173,730
5786,5,9
5787,0,0
5780,0,0
5781,1,1
5782,11,30
5150,37,332
5788,0,0
5153,29,96
5155,4,44
5154,11,289
5156,20,84
5345,20,91
5340,60,262
5428,156,994
5342,39,165
5343,1,2
5425,14,81
5424,4,10
5427,48,294
5426,32,109
5348,16,236
5349,302,969
5423,16,100
5422,69,979
5368,67,326
5440,155,518
5768,0,0
5769,1,1
5520,85,503
5522,8,46
5524,27,144
5457,16,142
5526,217,978
5527,7,42
5528,63,234
5529,39,177
4923,4,12
4922,4,4
4921,123,796
4920,7,53
4927,36,437
3109,2,2
4925,1,1
4924,8,20
4929,14,68
4928,22,197
5763,26,99
1116,17,40
6021,0,0
5023,13,64
5160,7,24
5161,551,2027
2725,19,49
2724,88,229
2723,10,30
5166,44,153
5167,17,38
5281,53,324
5169,2,2
5283,45,151
5282,13,37
5285,8,25
5284,72,357
5286,13,39
5318,325,1929
5569,0,0
5554,0,0
5591,9,9
5564,2,6
4992,18,61
4859,6,23
4858,5,17
4857,88,378
4856,9,21
4855,0,0
4854,9,57
4853,6,8
4852,86,410
4851,2,10
4999,90,253
