4999,54929ab54f71b47dd672d60a4073bc5326208b00fdf0dd6ef57e3215
4774,6c855c5c98a977fe7bf5db0cbc390b066b175e0fa5dd65dd887bc651
5753,5a703fff4da2c0b5cd38a23ef7871cd4b774782ed75dd6694a222d48
5312,333251970018a5218b7578face2811d720f8d76723dfbcd992dd7f5a
5105,3ea301d0bb47013eb04e5895d937ba2f553eeb66319a7236f08dedc6
4779,1dfcc0fd69711f0c9ac31b2ccfe606a6f8facaea050910548f0bfd07
4852,d21200e6355459412d06e569747f3814bba66839b8329daac1e7f796
5559,cdf5210fd8dbf996365686381bb3918b7f990089092f8cb72a29a363
5607,bed0f1ade926733c7fce8ee9a562815c699135a30c4c4a8bd63fc82b
2623,9498f9b3591eb9e21220d6b6cef922fce2485ee95f629acc8215e8fd
5160,6429f777877beccbde7de26c13b6c8ec8381d1bdcc24b4cf5c6f6151
4959,ed73419d08c72880f72462154137ccd2a8e0f58f2d1b8efa0e19d78c
5278,327d5d668ebc135c3d9f33c78cf8dc18e910a61669101e48c9b56c70
4967,7d75bd8fa0affcd96d99bfda9c20212ced7af3b10f09e4f438eaa19f
5201,3843d666ab060d8d2b1f4a721c73a15742af440f49bb7d20010d1b49
5274,bafa7d5a7df52b8c592985cb5532da4eb11f51a953be2335c93ea64b
5228,bb02a3bdc33f55fae09f0d781f111e9f1cf9912f3bbf3575b3641e49
5127,e52ef3c7d80defaf3999da9b7a28fd3c8a171045f88967be21085998
5069,65e34994643834b73b4c9fd871ccd59ef074378eb05bad8de77c9f8f
5174,5cd3fa1ae3ef5853f3007621e0e6d2ea556924ea8f4722abb64b1e40
5112,a5f430566e15cc5bd08989c088a4da7e8b06dd7266e99f05cd978f89
5125,a58aeb9e5c35bd187e0b3136ffeaa9921d2b6857562de2e98234c258
5755,e35f1b71d706e7b4dc3f37161c5aae200d5033299ce90c9ed4536b44
5432,f8386fa37e9d41f6989e5bc4191ad472fbe20d459b3b18dfb9ecb11a
5592,cb36cfb81a51a31078fbed79b72f2736b9e7b8ff79ced697d87ddc3c
5016,e9bee1e5df97d714e1eb202472282b598d46039d7fc19f415e9c7335
5603,8c13d05f645a3a876529260c885894139ae09d20cc3dd90a8cecdfdd
4899,ed0653846a922879ac0b899b94e9eae958fd0d00be61b6069b7fc13f
5576,d43e233dc57af55ed4ff7b2d3d1c9600212e36bd2d4c23bb766f97ea
5441,e982789292b035e020d21bcd90185e7ebcf65490763e29e45ce56f40
5250,88eb26f608632990edf4921d0086efc1f8b34d1671bce3c019083a1f
